# 1. x, km 2. P, MPa 3. Flux, kg/m^2/s 4. q, kg/s
# N = 2560

0.000000000000e+00	4.868370022466e+00	2.436450954176e+02	0.000000000000e+00
3.125000000000e-02	4.868072349354e+00	2.436450954176e+02	0.000000000000e+00
6.250000000000e-02	4.867774658038e+00	2.436450954176e+02	0.000000000000e+00
9.375000000000e-02	4.867476948516e+00	2.436450954176e+02	0.000000000000e+00
1.250000000000e-01	4.867179220784e+00	2.436450954176e+02	0.000000000000e+00
1.562500000000e-01	4.866881474839e+00	2.436450954176e+02	0.000000000000e+00
1.875000000000e-01	4.866583710677e+00	2.436450954176e+02	0.000000000000e+00
2.187500000000e-01	4.866285928296e+00	2.436450954176e+02	0.000000000000e+00
2.500000000000e-01	4.865988127690e+00	2.436450954176e+02	0.000000000000e+00
2.812500000000e-01	4.865690308859e+00	2.436450954176e+02	0.000000000000e+00
3.125000000000e-01	4.865392471797e+00	2.436450954176e+02	0.000000000000e+00
3.437500000000e-01	4.865094616502e+00	2.436450954176e+02	0.000000000000e+00
3.750000000000e-01	4.864796742970e+00	2.436450954176e+02	0.000000000000e+00
4.062500000000e-01	4.864498851198e+00	2.436450954176e+02	0.000000000000e+00
4.375000000000e-01	4.864200941183e+00	2.436450954176e+02	0.000000000000e+00
4.687500000000e-01	4.863903012921e+00	2.436450954176e+02	0.000000000000e+00
5.000000000000e-01	4.863605066409e+00	2.436450954176e+02	0.000000000000e+00
5.312500000000e-01	4.863307101644e+00	2.436450954176e+02	0.000000000000e+00
5.625000000000e-01	4.863009118621e+00	2.436450954176e+02	0.000000000000e+00
5.937500000000e-01	4.862711117339e+00	2.436450954176e+02	0.000000000000e+00
6.250000000000e-01	4.862413097793e+00	2.436450954176e+02	0.000000000000e+00
6.562500000000e-01	4.862115059980e+00	2.436450954176e+02	0.000000000000e+00
6.875000000000e-01	4.861817003897e+00	2.436450954176e+02	0.000000000000e+00
7.187500000000e-01	4.861518929540e+00	2.436450954176e+02	0.000000000000e+00
7.500000000000e-01	4.861220836907e+00	2.436450954176e+02	0.000000000000e+00
7.812500000000e-01	4.860922725993e+00	2.436450954176e+02	0.000000000000e+00
8.125000000000e-01	4.860624596795e+00	2.436450954176e+02	0.000000000000e+00
8.437500000000e-01	4.860326449311e+00	2.436450954176e+02	0.000000000000e+00
8.750000000000e-01	4.860028283535e+00	2.436450954176e+02	0.000000000000e+00
9.062500000000e-01	4.859730099467e+00	2.436450954176e+02	0.000000000000e+00
9.375000000000e-01	4.859431897101e+00	2.436450954176e+02	0.000000000000e+00
9.687500000000e-01	4.859133676434e+00	2.436450954176e+02	0.000000000000e+00
1.000000000000e+00	4.858835437464e+00	2.436450954176e+02	0.000000000000e+00
1.031250000000e+00	4.858537180186e+00	2.436450954176e+02	0.000000000000e+00
